Артикул;Наименование;Описание продукта;Категория;Цена;Акционная цена;Валюта;Акционный товар;На складе;В упаковке;Единица измерения;Гендер;Зодиак;Животинка;VIP тираж;Коллекция;Персонаж;Фотографии;Производитель;Страна;Родитель;Группа дочернего товара;Сопутствующие товары;SKU;КатегорияA;подкатА;КатегорияB;подкатВ;КатегорияС;подкатС;FOB;NEW_RTL_BASE;NEW_RTL_DISCOUNT;BARCODE;SPECS
#1085;Набор значков «Злоключения Беллы»;Значки с изображениями кошки в наборе из 2 шт.;"Henry Cats деткам;Хочу для дома:хобби";91;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Белла;"1085_1.jpg;1085_2.jpg;1085_3.jpg";Le Petit Henry;;;;;QBP1-BT01;Henry Cats деткам;;Хочу для дома:;хобби;;;0.6;2.79;1.4;4.71531E+12;"5.8 x 0.5 cm (Large)   
3.2 x 0.5 cm (Small)"
#1086;Набор значков Тайгер;Значки с изображениями кошки в наборе из 2 шт.;"Henry Cats деткам;Хочу для дома:хобби";91;0;Рубли;0;5;1;шт.;Мальчики;Весы;Котики;;;Котенок Тайгер;"1086_1.jpg;1086_2.jpg;1086_3.jpg";Le Petit Henry;;;;;QBP1-CA001;Henry Cats деткам;;Хочу для дома:;хобби;;;0.6;2.79;1.4;4.71531E+12;"5.8 x 0.5 cm (Large)   
3.2 x 0.5 cm (Small)"
#1087;Набор значков Симба;Значки с изображениями кошки в наборе из 2 шт.;"Henry Cats деткам;Хочу для дома:хобби";91;0;Рубли;0;5;1;шт.;Мальчики;Овен;Котики;;;Котенок Симба;"1087_1.jpg;1087_2.jpg;1087_3.jpg";Le Petit Henry;;;;;QBP1-CA002;Henry Cats деткам;;Хочу для дома:;хобби;;;0.6;2.79;1.4;4.71531E+12;"5.8 x 0.5 cm (Large)   
3.2 x 0.5 cm (Small)"
#1088;Набор значков Миго;Значки с изображениями кошки в наборе из 2 шт.;"Henry Cats деткам;Хочу для дома:хобби";91;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Котики;;;Котик Миго;"1088_1.jpg;1088_2.jpg;1088_3.jpg";Le Petit Henry;;;;;QBP1-CA008;Henry Cats деткам;;Хочу для дома:;хобби;;;0.6;2.79;1.4;4.71531E+12;"5.8 x 0.5 cm (Large)   
3.2 x 0.5 cm (Small)"
#1089;Набор значков Белла;Значки с изображениями кошки в наборе из 2 шт.;"Henry Cats деткам;Хочу для дома:хобби";91;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Белла;"1089_1.jpg;1089_2.jpg;1089_3.jpg";Le Petit Henry;;;;;QBP1-CA011;Henry Cats деткам;;Хочу для дома:;хобби;;;0.6;2.79;1.4;4.71531E+12;"5.8 x 0.5 cm (Large)   
3.2 x 0.5 cm (Small)"
#1090;Набор значков Денни;Значки с изображениями кошки в наборе из 2 шт.;"Henry Cats деткам;Хочу для дома:хобби";91;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;;Щенок Денни;"1090_1.jpg;1090_2.jpg;1090_3.jpg";Le Petit Henry;;;;;QBP1-DO006;Henry Cats деткам;;Хочу для дома:;хобби;;;0.6;2.79;1.4;4.71531E+12;"5.8 x 0.5 cm (Large)   
3.2 x 0.5 cm (Small)"
#1091;Набор значков Бен;Значки с изображениями кошки в наборе из 2 шт.;"Henry Cats деткам;Хочу для дома:хобби";91;0;Рубли;0;5;1;шт.;Мальчики;Водолей;Собачки;;;Хаски Бен;"1091_1.jpg;1091_2.jpg;1091_3.jpg";Le Petit Henry;;;;;QBP1-DO007;Henry Cats деткам;;Хочу для дома:;хобби;;;0.6;2.79;1.4;4.71531E+12;"5.8 x 0.5 cm (Large)   
3.2 x 0.5 cm (Small)"
#1092;Набор значков «Приключения Симбы»;Значки с изображениями кошки в наборе из 2 шт.;"Henry Cats деткам;Хочу для дома:хобби";91;0;Рубли;0;5;1;шт.;Мальчики;Овен;Котики;;;Котенок Симба;"1092_1.jpg;1092_2.jpg;1092_3.jpg";Le Petit Henry;;;;;QBP1-SA01;Henry Cats деткам;;Хочу для дома:;хобби;;;0.6;2.79;1.4;4.71531E+12;"5.8 x 0.5 cm (Large)   
3.2 x 0.5 cm (Small)"
#1094;Игрушка котёнок Миго;Игрушка-кошечка плюшевая, декоративная в подарочной коробке;"Henry Cats деткам;Хочу для дома:хобби";1789;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Котики;;;Котик Миго;"1094_1.jpg;1094_2.jpg;1094_3.jpg";Le Petit Henry;;;;;QPL-CA008;Henry Cats деткам;;Хочу для дома:;хобби;;;7.4;34.41;27.53;4.71218E+12;W14 x H24 x D14 cm
#1096;Игрушка щенок Бен;Игрушка-собачка плюшевая, декоративная в подарочной коробке;"Henry Cats деткам;Хочу для дома:хобби";1789;0;Рубли;0;5;1;шт.;Мальчики;Водолей;Собачки;;;Хаски Бен;"1096_1.jpg;1096_2.jpg;1096_3.jpg";Le Petit Henry;;;;;QPL-DO007;Henry Cats деткам;;Хочу для дома:;хобби;;;7.4;34.41;27.53;4.71218E+12;W22 x H24 x D14 cm
#1098;Фигурка котёнка Тайгера;Декоративная фигурка котёнка с ручной росписью в подарочной упаковке.;"Henry Cats деткам;Хочу для дома:хобби";991;0;Рубли;0;5;1;шт.;Мальчики;Весы;Котики;;;Котенок Тайгер;"1098_1.jpg;1098_2.jpg;1098_3.jpg";Le Petit Henry;;;;;QFI1-CA001;Henry Cats деткам;;Хочу для дома:;хобби;;;4.1;19.065;15.25;4.71531E+12;W7.4 x H7.4 x D4.1cm
#1099;Фигурка котёнка Симбы;Декоративная фигурка котёнка с ручной росписью в подарочной упаковке.;"Henry Cats деткам;Хочу для дома:хобби";991;0;Рубли;0;5;1;шт.;Мальчики;Овен;Котики;;;Котенок Симба;"1099_1.jpg;1099_2.jpg;1099_3.jpg";Le Petit Henry;;;;;QFI1-CA002;Henry Cats деткам;;Хочу для дома:;хобби;;;4.1;19.065;15.25;4.71531E+12;W4.6 x H8.1 x D4.3 cm
#1100;Фигурка котёнка Миго;Декоративная фигурка котёнка с ручной росписью в подарочной упаковке.;"Henry Cats деткам;Хочу для дома:хобби";991;0;Рубли;0;2;1;шт.;Мальчики;Близнецы;Котики;;;Котик Миго;"1100_1.jpg;1100_2.jpg;1100_3.jpg";Le Petit Henry;;;;;QFI1-CA008;Henry Cats деткам;;Хочу для дома:;хобби;;;4.1;19.065;15.25;4.71531E+12;W4 x H6.4 x D3.8 cm
#1101;Фигурка кошки Беллы;Декоративная фигурка кошки с ручной росписью в подарочной упаковке.;"Henry Cats деткам;Хочу для дома:хобби";991;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Белла;"1101_1.jpg;1101_2.jpg;1101_3.jpg";Le Petit Henry;;;;;QFI1-CA011;Henry Cats деткам;;Хочу для дома:;хобби;;;4.1;19.065;15.25;4.71531E+12;W4.4 x H7.6 x 4.5 cm
#1106;Подушка шейная в автомобиль или самолет «Цветы вишни» 2 штуки;Подушка автомобильная. Комплект из 2 шт. Путешествуем с комфортом.;Возьму с собой:в дорогу и в авто;1511;0;Рубли;0;5;1;наб.;;;Котики;;Цветы вишни;;"1106_1.jpg;1106_2.jpg;1106_3.jpg";Henry Cats and Friends;;;;;HNC1-48;Возьму с собой:;в дорогу и в авто;;;;;5;23.25;23.25;4.71531E+12; 23 * 32cm
#1109;Экран декоративный в авто Энни;Солнцезащитный экран в машину. Комплект из 2 шт. От любопытных взглядов.;Возьму с собой:в дорогу и в авто;290;0;Рубли;0;0;1;шт.;Девочки;Дева;Котики;;;Кошечка Энни;"1109_1.jpg;1109_2.jpg;1109_3.jpg";Henry Cats and Friends;;;;;HWS2-CA009;Возьму с собой:;в дорогу и в авто;;;;;1.6;7.44;4.46;4.71531E+12;"32 x 45 cm (when open up)
16 x 16 cm (when folded for storage)"
#1110;Экран декоративный в авто Флауэр;Солнцезащитный экран в машину. Комплект из 2 шт. От любопытных взглядов.;Возьму с собой:в дорогу и в авто;290;0;Рубли;0;0;1;шт.;Девочки;Скорпион;Котики;;;Кошечка Флауэр;"1110_1.jpg;1110_2.jpg;1110_3.jpg";Henry Cats and Friends;;;;;HWS2-CA023;Возьму с собой:;в дорогу и в авто;;;;;1.6;7.44;4.46;4.71531E+12;"30 x 45 cm (when open up)
16 x 16 cm (when folded for storage)"
#1113;Фартук с кошками «Дневной досуг»;Фартук с изображением кошек для кухни или рисования;Хочу для дома:фартуки и прихватки;1164;0;Рубли;0;5;1;шт.;;;Котики;;Дневной досуг;;"1113_1.jpg;1113_2.jpg;1113_3.jpg";Henry Cats and Friends;;;;;HAP3-39;Хочу для дома:;фартуки и прихватки;;;;;3.85;17.9025;17.9;4.71531E+12;W 61cm x H 74cm
#1114;Фартук для кухни с кошками «Кафе Генри»;Фартук с кошками для кухни или рисования;Хочу для дома:фартуки и прихватки;1164;0;Рубли;0;5;1;шт.;;;Котики;;Кафе Генри;;"1114_1.jpg;1114_2.jpg;1114_3.jpg";Henry Cats and Friends;;;;;HAP3-54;Хочу для дома:;фартуки и прихватки;;;;;3.85;17.9025;17.9;4.71531E+12;W 61cm x H 72cm
#1115;Фартук с кисками «Кошки Генри»;Фартук с изображением кошек для кухни или рисования;Хочу для дома:фартуки и прихватки;1164;0;Рубли;0;5;1;шт.;;;Котики;;Кошки Генри;;"1115_1.jpg;1115_2.jpg;1115_3.jpg";Henry Cats and Friends;;;;;HAP3-8B;Хочу для дома:;фартуки и прихватки;;;;;3.85;17.9025;17.9;4.71531E+12;W 61cm x H 74cm
#1122;Салфетка под тарелку и приборы «Собачки Генри»;Салфетка под тарелку и приборы с изображениями собак «Собачки Генри»;Хочу для дома:для посуды;254;0;Рубли;0;5;1;шт.;;;Собачки;;Собачки Генри;;"1122_1.jpg;1122_2.jpg;1122_3.jpg";Henry Cats and Friends;;;;;HPL2-16A;Хочу для дома:;для посуды;;;;;0.84;3.906;3.91;4.71218E+12;W 43.5 x L 28.6 cm
#1126;Салфетка под тарелку и приборы «Кафе Генри»;Салфетка под тарелку и приборы кошками «Кафе Генри»;Хочу для дома:для посуды;254;0;Рубли;0;5;1;шт.;;;Котики;;Кафе Генри;;"1126_1.jpg;1126_2.jpg;1126_3.jpg";Henry Cats and Friends;;;;;HPL2-54;Хочу для дома:;для посуды;;;;;0.84;3.906;3.91;4.71218E+12;W 43.5 x L 28.6 cm
#1128;Салфетка под тарелку и приборы «Кошки Генри»;Салфетка под тарелку и приборы с изображениями кошек «Кошки Генри»;Хочу для дома:для посуды;254;0;Рубли;0;1;1;шт.;;;Котики;;Кошки Генри;;"1128_1.jpg;1128_2.jpg;1128_3.jpg";Henry Cats and Friends;;;;;HPL2A-8;Хочу для дома:;для посуды;;;;;0.84;3.906;3.91;4.71218E+12;W 43.5 x L 28.6 cm
#1130;Салфетка под тарелку и приборы кошка Энни;Салфетка под тарелку и приборы формовая в виде кошки Энни;Хочу для дома:для посуды;254;0;Рубли;0;5;1;шт.;Девочки;Дева;Котики;;;Кошечка Энни;"1130_1.jpg;1130_2.jpg;1130_3.jpg";Henry Cats and Friends;;;;;HPL3-CA009;Хочу для дома:;для посуды;;;;;0.84;3.906;3.91;4.71531E+12;w 44.2 x  H 31 cm
#1131;Салфетка под тарелку и приборы кошка Флауэр;Салфетка под тарелку и приборы формовая с изображением кошки Флауэр;Хочу для дома:для посуды;254;0;Рубли;0;5;1;шт.;Девочки;Скорпион;Котики;;;Кошечка Флауэр;"1131_1.jpg;1131_2.jpg;1131_3.jpg";Henry Cats and Friends;;;;;HPL3-CA023;Хочу для дома:;для посуды;;;;;0.84;3.906;3.91;4.71531E+12;w 39.3 x  H 31 cm
#1132;Салфетка под тарелку и приборы кошка Клаудиа;Салфетка под тарелку и приборы формовая с кошкой Клаудией;Хочу для дома:для посуды;254;0;Рубли;0;5;1;шт.;Девочки;Овен;Котики;;;Кошка Клаудиа;"1132_1.jpg;1132_2.jpg;1132_3.jpg";Henry Cats and Friends;;;;;HPL3-CA026;Хочу для дома:;для посуды;;;;;0.84;3.906;3.91;4.71531E+12;W 45.5 x H 30cm
#1135;Салфетка под тарелку и приборы кролик Роби;Салфетка под тарелку и приборы формовая с кроликом Роби;Хочу для дома:для посуды;254;0;Рубли;0;5;1;шт.;Мальчики;Козерог;Друзья;;;Кролик Роби;"1135_1.jpg;1135_2.jpg;1135_3.jpg";Henry Cats and Friends;;;;;HPL3-RA001;Хочу для дома:;для посуды;;;;;0.84;3.906;3.91;4.71531E+12;W 31 x H 38.5cm
#1143;Набор кружек с кошками «Нала и Пэтч»;Набор из 2-х кружек для шоколада в подарочной коробке.;"Хочу для дома:посуда;Рабочее место:закрыто на обед)";998;0;Рубли;0;5;1;наб.;;;Котики;;Любовь;;"1143_1.jpg;1143_2.jpg;1143_3.jpg";Henry Cats and Friends;;;;;HLM5-49;Хочу для дома:;посуда;Рабочее место:;закрыто на обед);;;5.5;25.575;15.35;4.71218E+12;"H 13.5cm
Top Dia 9.3cm
Bottom Dia 7.3cm
(16oz)"
#1165;Кружка с ложкой Тайгер;Керамическая кружка с котёнком в красочной упаковке. В ручке отверстие для ложечки (в комплекте).;"Henry Cats деткам;Хочу для дома:посуда";749;0;Рубли;0;5;1;шт.;Мальчики;Весы;Котики;;;Котенок Тайгер;"1165_1.jpg;1165_2.jpg;1165_3.jpg";Le Petit Henry;;;;;QMU1-CA001;Henry Cats деткам;;Хочу для дома:;посуда;;;3.1;14.415;11.53;4.71218E+12;"11oz Mug with handle
(12.5 x 9 x 10 cm)  

Spoon 2.7x 1.4x 12.2 cm"
#1166;Кружка с ложкой Симба;Керамическая кружка с котёнком в красочной упаковке. В ручке отверстие для ложечки (в комплекте).;"Henry Cats деткам;Хочу для дома:посуда";749;0;Рубли;0;5;1;шт.;Мальчики;Овен;Котики;;;Котенок Симба;"1166_1.jpg;1166_2.jpg;1166_3.jpg";Le Petit Henry;;;;;QMU1-CA002;Henry Cats деткам;;Хочу для дома:;посуда;;;3.1;14.415;11.53;4.71218E+12;"11oz Mug with handle
(12.5 x 9 x 10 cm)  

Spoon 2.7x 1.4x 12.2 cm"
#1168;Кружка с ложкой Миго;Керамическая кружка с котёнком в красочной упаковке. В ручке отверстие для ложечки (в комплекте).;"Henry Cats деткам;Хочу для дома:посуда";749;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Котики;;;Котик Миго;"1168_1.jpg;1168_2.jpg;1168_3.jpg";Le Petit Henry;;;;;QMU1-CA008;Henry Cats деткам;;Хочу для дома:;посуда;;;3.1;14.415;11.53;4.71218E+12;"11oz Mug with handle
(12.5 x 9 x 10 cm)  

Spoon 2.7x 1.4x 12.2 cm"
#1169;Кружка с ложкой Белла;Керамическая кружка с киской в красочной упаковке. В ручке отверстие для ложечки (в комплекте).;"Henry Cats деткам;Хочу для дома:посуда";749;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Белла;"1169_1.jpg;1169_2.jpg;1169_3.jpg";Le Petit Henry;;;;;QMU1-CA011;Henry Cats деткам;;Хочу для дома:;посуда;;;3.1;14.415;11.53;4.71218E+12;"11oz Mug with handle
(12.5 x 9 x 10 cm)  

Spoon 2.7x 1.4x 12.2 cm"
